Timestamp,Block Number,Event Type,Emotion,Valence,Movement Speed,Score
2025-05-21 20:40:51.035219,1,MOVEMENT,Neutral,-0.29676855,0,0
2025-05-21 20:40:51.101040,1,MOVEMENT,Negative,-0.35868785,71.09584212973427,0
2025-05-21 20:40:51.165807,1,MOVEMENT,Negative,-0.36678272,159.9707038982896,0
2025-05-21 20:40:51.233072,1,MOVEMENT,Negative,-0.36269522,197.77900150440752,0
2025-05-21 20:40:51.299770,1,MOVEMENT,Negative,-0.3595481,126.50330638100704,0
2025-05-21 20:40:51.365330,1,MOVEMENT,Negative,-0.33437914,116.36058940910588,0
2025-05-21 20:40:51.434490,1,MOVEMENT,Negative,-0.31805924,100.0624520818708,0
2025-05-21 20:40:51.500076,1,MOVEMENT,Negative,-0.31291038,91.28246459266188,0
2025-05-21 20:40:51.564365,1,MOVEMENT,Negative,-0.3326855,57.883479031051024,0
2025-05-21 20:40:51.634733,1,MOVEMENT,Negative,-0.32539845,16.973862769117186,0
2025-05-21 20:40:51.699480,1,MOVEMENT,Negative,-0.3099094,18.662692669706068,0
2025-05-21 20:40:51.767923,1,MOVEMENT,Negative,-0.30687922,66.62341771898343,0
2025-05-21 20:40:51.832165,1,MOVEMENT,Negative,-0.31194392,107.3795476006657,0
2025-05-21 20:40:51.903873,1,MOVEMENT,Neutral,-0.2925194,142.95803004455252,0
2025-05-21 20:40:51.968344,1,MOVEMENT,Neutral,-0.30181432,181.28376200212423,0
2025-05-21 20:40:52.033634,1,MOVEMENT,Negative,-0.32481337,215.18212496189952,0
2025-05-21 20:40:52.097413,1,MOVEMENT,Neutral,-0.2824966,242.34163886366068,0
2025-05-21 20:40:52.168183,1,MOVEMENT,Neutral,-0.2437337,272.3826063196322,0
2025-05-21 20:40:52.233904,1,MOVEMENT,Neutral,-0.2395057,290.32401342174217,0
2025-05-21 20:40:52.301627,1,MOVEMENT,Neutral,-0.28389347,306.01359930527343,0
2025-05-21 20:40:52.365363,1,MOVEMENT,Negative,-0.3019938,324.0853228322118,0
2025-05-21 20:40:52.434123,1,MOVEMENT,Neutral,-0.23127207,329.8733838214234,0
2025-05-21 20:40:52.501287,1,MOVEMENT,Neutral,-0.2536558,343.95227628919946,0
2025-05-21 20:40:52.566302,1,MOVEMENT,Negative,-0.2668942,354.01873946189625,0
2025-05-21 20:40:52.634819,1,MOVEMENT,Neutral,-0.23491398,363.9156684988072,0
2025-05-21 20:40:52.702262,1,MOVEMENT,Negative,-0.22503057,373.0842458513936,0
2025-05-21 20:40:52.768128,1,MOVEMENT,Neutral,-0.17427602,380.80682479356756,0
2025-05-21 20:40:52.832445,1,MOVEMENT,Neutral,-0.21230227,389.2964197422165,0
2025-05-21 20:40:52.901890,1,MOVEMENT,Neutral,-0.21817124,399.9108884346905,0
2025-05-21 20:40:52.968576,1,MOVEMENT,Negative,-0.29783535,404.38695355235996,0
2025-05-21 20:40:53.034200,1,MOVEMENT,Neutral,-0.25134498,409.2294924798273,0
2025-05-21 20:40:53.098919,1,MOVEMENT,Neutral,-0.25767386,408.8935415249036,0
2025-05-21 20:40:53.168346,1,MOVEMENT,Neutral,-0.20691618,409.1757957186896,0
2025-05-21 20:40:53.233650,1,MOVEMENT,Neutral,-0.2643025,406.8617224845768,0
2025-05-21 20:40:53.302777,1,MOVEMENT,Neutral,-0.27629375,402.1068999490869,0
2025-05-21 20:40:53.365969,1,MOVEMENT,Neutral,-0.2786341,387.589593721128,0
2025-05-21 20:40:53.436575,1,MOVEMENT,Neutral,-0.29951334,381.8019718985801,0
2025-05-21 20:40:53.501470,1,MOVEMENT,Neutral,-0.293934,366.3338365651374,0
2025-05-21 20:40:53.566296,1,MOVEMENT,Neutral,-0.28563568,360.55210265373745,0
