Timestamp,Block Number,Event Type,Emotion,Valence,Movement Speed,Score
2025-05-21 20:34:46.194465,1,MOVEMENT,Neutral,-0.25167194,0,0
2025-05-21 20:34:46.259643,1,MOVEMENT,Neutral,-0.281912,174.38750192737672,0
2025-05-21 20:34:46.325189,1,MOVEMENT,Neutral,-0.2887892,30.862506144373715,0
2025-05-21 20:34:46.390628,1,MOVEMENT,Neutral,-0.29606098,15.10294391238959,0
2025-05-21 20:34:46.459550,1,MOVEMENT,Neutral,-0.32072315,23.013774382781758,0
2025-05-21 20:34:46.525618,1,MOVEMENT,Neutral,-0.34890282,11.996776493285195,0
2025-05-21 20:34:46.590279,1,MOVEMENT,Neutral,-0.3288284,44.29387060782385,0
2025-05-21 20:34:46.659091,1,MOVEMENT,Neutral,-0.3390613,30.87234876436887,0
2025-05-21 20:34:46.725617,1,MOVEMENT,Neutral,-0.3604815,37.55772764727683,0
2025-05-21 20:34:46.792359,1,MOVEMENT,Neutral,-0.30660272,76.58143554724471,0
2025-05-21 20:34:46.858764,1,MOVEMENT,Neutral,-0.30385125,92.99644551072296,0
2025-05-21 20:34:46.919866,1,MOVEMENT,Neutral,-0.33500335,133.73466391563366,0
2025-05-21 20:34:46.992891,1,MOVEMENT,Neutral,-0.34507707,154.48919357498517,0
2025-05-21 20:34:47.058596,1,MOVEMENT,Neutral,-0.3264715,170.19665419502897,0
2025-05-21 20:34:47.125608,1,MOVEMENT,Neutral,-0.31448773,187.23685877285405,0
2025-05-21 20:34:47.192315,1,MOVEMENT,Neutral,-0.32742417,206.610024282455,0
2025-05-21 20:34:47.259969,1,MOVEMENT,Negative,-0.33370167,222.49543375027318,0
2025-05-21 20:34:47.325797,1,MOVEMENT,Negative,-0.3154318,239.65423770053505,0
2025-05-21 20:34:47.392938,1,MOVEMENT,Neutral,-0.27497756,251.1441905571457,0
2025-05-21 20:34:47.459816,1,MOVEMENT,Neutral,-0.30446902,257.81494610921277,0
2025-05-21 20:34:47.525961,1,MOVEMENT,Neutral,-0.29948786,254.13100326644403,0
2025-05-21 20:34:47.593534,1,MOVEMENT,Negative,-0.32761428,263.79188107347335,0
2025-05-21 20:34:47.659838,1,MOVEMENT,Negative,-0.3592927,269.41936538278367,0
2025-05-21 20:34:47.725554,1,MOVEMENT,Negative,-0.38648635,269.4747184768685,0
2025-05-21 20:34:47.793664,1,MOVEMENT,Negative,-0.35221294,270.5127087273569,0
2025-05-21 20:34:47.859188,1,MOVEMENT,Neutral,-0.33401942,265.7973075083029,0
2025-05-21 20:34:47.926984,1,MOVEMENT,Negative,-0.36119443,279.6667790415579,0
2025-05-21 20:34:47.991479,1,MOVEMENT,Neutral,-0.26939008,285.5068742758765,0
2025-05-21 20:34:48.059782,1,MOVEMENT,Neutral,-0.26381147,295.24861387256766,0
2025-05-21 20:34:48.125684,1,MOVEMENT,Neutral,-0.30557597,300.94102977167574,0
2025-05-21 20:34:48.193238,1,MOVEMENT,Neutral,-0.29492864,305.1903443634556,0
2025-05-21 20:34:48.258887,1,MOVEMENT,Neutral,-0.27994978,307.8070408939637,0
2025-05-21 20:34:48.327118,1,MOVEMENT,Neutral,-0.29452482,314.98735010879983,0
2025-05-21 20:34:48.393377,1,MOVEMENT,Neutral,-0.27845997,317.07296921098305,0
2025-05-21 20:34:48.458026,1,MOVEMENT,Negative,-0.361051,318.13032299824425,0
2025-05-21 20:34:48.526441,1,MOVEMENT,Negative,-0.36619952,317.19408165299274,0
2025-05-21 20:34:48.592109,1,MOVEMENT,Neutral,-0.30097517,316.81230463214814,0
2025-05-21 20:34:48.661177,1,MOVEMENT,Neutral,-0.30151668,313.66067004269195,0
2025-05-21 20:34:48.727890,1,MOVEMENT,Neutral,-0.302155,315.9511163237214,0
2025-05-21 20:34:48.791909,1,MOVEMENT,Neutral,-0.28032696,310.478324011037,0
2025-05-21 20:34:48.877230,1,MOVEMENT,Neutral,-0.31333745,313.67797682659216,0
2025-05-21 20:34:48.944597,1,MOVEMENT,Neutral,-0.32285008,312.04429927328187,0
2025-05-21 20:34:49.011008,1,MOVEMENT,Neutral,-0.35798836,314.95775510868776,0
2025-05-21 20:34:49.075950,1,MOVEMENT,Negative,-0.40291476,317.33567714212825,0
2025-05-21 20:34:49.143781,1,MOVEMENT,Negative,-0.4067999,313.2018866085558,0
2025-05-21 20:34:49.208521,1,MOVEMENT,Negative,-0.39676178,309.15375585164287,0
2025-05-21 20:34:49.278421,1,MOVEMENT,Negative,-0.40473068,305.0298790345264,0
2025-05-21 20:34:49.342165,1,MOVEMENT,Negative,-0.36099494,299.718136602072,0
2025-05-21 20:34:49.408192,1,MOVEMENT,Neutral,-0.3425094,296.4442347573666,0
2025-05-21 20:34:49.479549,1,MOVEMENT,Neutral,-0.3100888,292.5340403295222,0
2025-05-21 20:34:49.541736,1,MOVEMENT,Neutral,-0.28717273,284.20188760905205,0
2025-05-21 20:34:49.609171,1,MOVEMENT,Neutral,-0.2676385,283.09773775550536,0
2025-05-21 20:34:49.674027,1,MOVEMENT,Neutral,-0.2673715,278.67607593601866,0
2025-05-21 20:34:49.742738,1,MOVEMENT,Neutral,-0.26891348,275.58360399825324,0
2025-05-21 20:34:49.808041,1,DROP,Neutral,-0.3358973,0,1
2025-05-21 20:34:49.879226,1,DROP,Neutral,-0.31803095,0,1
