Timestamp,Letter,Emotion,Movement Speed,Avg Error Distance
2025-05-16 18:03:11,A,Neutral,0.00,0.00
2025-05-16 18:03:11,A,Neutral,0.00,0.00
2025-05-16 18:03:11,A,Neutral,0.00,0.00
2025-05-16 18:03:11,A,Neutral,0.00,0.00
2025-05-16 18:03:11,A,Neutral,0.00,0.00
2025-05-16 18:03:12,A,Neutral,0.00,0.00
2025-05-16 18:03:12,A,Neutral,0.00,0.00
2025-05-16 18:03:12,A,Neutral,0.00,0.00
2025-05-16 18:03:12,A,Neutral,0.00,0.00
2025-05-16 18:03:12,A,Neutral,0.00,0.00
2025-05-16 18:03:12,A,Neutral,0.00,0.00
2025-05-16 18:03:12,A,Neutral,0.00,0.00
2025-05-16 18:03:12,A,Neutral,0.00,0.00
2025-05-16 18:03:12,A,Neutral,0.00,0.00
2025-05-16 18:03:12,A,Neutral,0.00,0.00
2025-05-16 18:03:12,A,Neutral,0.00,0.00
2025-05-16 18:03:12,A,Neutral,0.00,0.00
2025-05-16 18:03:12,A,Neutral,0.00,0.00
2025-05-16 18:03:12,A,Neutral,0.00,0.00
2025-05-16 18:03:12,A,Neutral,0.00,0.00
2025-05-16 18:03:13,A,Neutral,0.00,0.00
2025-05-16 18:03:13,A,Neutral,0.00,0.00
2025-05-16 18:03:13,A,Neutral,0.00,0.00
2025-05-16 18:03:13,A,Neutral,0.00,0.00
2025-05-16 18:03:13,A,Neutral,0.00,0.00
2025-05-16 18:03:13,A,Neutral,0.00,0.00
2025-05-16 18:03:13,A,Neutral,0.00,0.00
2025-05-16 18:03:13,A,Neutral,0.00,0.00
2025-05-16 18:03:13,A,Neutral,0.00,0.00
2025-05-16 18:03:13,A,Neutral,0.00,0.00
2025-05-16 18:03:13,A,Neutral,0.00,0.00
2025-05-16 18:03:13,A,Neutral,0.00,0.00
2025-05-16 18:03:13,A,Neutral,0.00,0.00
2025-05-16 18:03:13,A,Neutral,0.00,0.00
2025-05-16 18:03:13,A,Neutral,0.00,0.00
2025-05-16 18:03:14,A,Neutral,0.00,0.00
2025-05-16 18:03:14,A,Neutral,0.00,0.00
2025-05-16 18:03:14,A,Neutral,0.00,0.00
2025-05-16 18:03:14,A,Neutral,0.00,0.00
2025-05-16 18:03:14,A,Neutral,0.00,0.00
2025-05-16 18:03:14,A,Neutral,0.00,0.00
2025-05-16 18:03:14,A,Neutral,0.00,0.00
2025-05-16 18:03:14,A,Neutral,0.00,0.00
2025-05-16 18:03:14,A,Neutral,0.00,0.00
2025-05-16 18:03:14,A,Neutral,0.00,0.00
2025-05-16 18:03:14,A,Neutral,0.00,0.00
2025-05-16 18:03:14,A,Neutral,0.00,0.00
2025-05-16 18:03:14,A,Neutral,0.00,0.00
2025-05-16 18:03:14,A,Neutral,0.00,0.00
2025-05-16 18:03:14,A,Neutral,0.00,0.00
2025-05-16 18:03:15,A,Neutral,0.00,0.00
2025-05-16 18:03:15,A,Neutral,0.00,0.00
2025-05-16 18:03:15,A,Neutral,0.00,0.00
2025-05-16 18:03:15,A,Neutral,0.00,0.00
2025-05-16 18:03:15,A,Neutral,0.00,0.00
2025-05-16 18:03:15,A,Neutral,0.00,0.00
2025-05-16 18:03:15,A,Negative,0.00,0.00
2025-05-16 18:03:15,A,Neutral,0.00,0.00
2025-05-16 18:03:15,A,Negative,0.00,0.00
2025-05-16 18:03:15,A,Neutral,0.00,0.00
2025-05-16 18:03:15,A,Neutral,0.00,0.00
2025-05-16 18:03:15,A,Neutral,0.00,0.00
2025-05-16 18:03:15,A,Neutral,0.00,0.00
2025-05-16 18:03:15,A,Neutral,0.00,0.00
